artist,name,url,yt_links,Genre
Little Mix,Black Magic,https://www.last.fm/music/Little+Mix/_/Black+Magic,https://www.youtube.com/watch?v=MkElfR_NPBI,pop
Trippie Redd,Topanga,https://www.last.fm/music/Trippie+Redd/_/Topanga,https://www.youtube.com/watch?v=qE4Z0KfzpE8,rap
Shawn Mendes,Summer of Love (Shawn Mendes & Tainy),https://www.last.fm/music/Shawn+Mendes/_/Summer+of+Love+(Shawn+Mendes+&+Tainy),https://www.youtube.com/watch?v=v9lZ2MEx8oU,pop
Ariana Grande,west side,https://www.last.fm/music/Ariana+Grande/_/west+side,https://www.youtube.com/watch?v=iyOSupKevog,pop
Daniel Caesar,Streetcar,https://www.last.fm/music/Daniel+Caesar/_/Streetcar,https://www.youtube.com/watch?v=K7K1lDHvfAI,rnb
Itzy,ICY,https://www.last.fm/music/Itzy/_/ICY,https://www.youtube.com/watch?v=zndvqTc4P9I,pop
Michael Jackson,P.Y.T. (Pretty Young Thing),https://www.last.fm/music/Michael+Jackson/_/P.Y.T.+(Pretty+Young+Thing),https://www.youtube.com/watch?v=1ZZQuj6htF4,pop
Meek Mill,Sharing Locations (Feat. Lil Baby & Lil Durk),https://www.last.fm/music/Meek+Mill/_/Sharing+Locations+(Feat.+Lil+Baby+&+Lil+Durk),https://www.youtube.com/watch?v=LBTiDpvPlZo,rap
Jawsh 685,Savage Love (Laxed – Siren Beat) [BTS Remix],https://www.last.fm/music/Jawsh+685/_/Savage+Love+(Laxed+%E2%80%93+Siren+Beat)+%5BBTS+Remix%5D,https://www.youtube.com/watch?v=qvu4nPMyl3U,pop
Kanye West,Tell the Vision,https://www.last.fm/music/Kanye+West/_/Tell+the+Vision,https://www.youtube.com/watch?v=5Z2NpIh1gV0,pop
2Pac,Ambitionz az a Ridah,https://www.last.fm/music/2Pac/_/Ambitionz+az+a+Ridah,https://www.youtube.com/watch?v=cQZqPi1aHNo,rap
Have a Nice Life,A Quick One Before the Eternal Worm Devours Connecticut,https://www.last.fm/music/Have+a+Nice+Life/_/A+Quick+One+Before+the+Eternal+Worm+Devours+Connecticut,https://www.youtube.com/watch?v=8QmPCrC7uXw,psychedelic
The Beatles,"Ob-La-Di, Ob-La-Da - Remastered 2009","https://www.last.fm/music/The+Beatles/_/Ob-La-Di,+Ob-La-Da+-+Remastered+2009",https://www.youtube.com/watch?v=_J9NpHKrKMw,pop
Edward Sharpe & The Magnetic Zeros,Home,https://www.last.fm/music/Edward+Sharpe+&+The+Magnetic+Zeros/_/Home,https://www.youtube.com/watch?v=DHEOF_rcND8,indie
Hwa Sa,Maria,https://www.last.fm/music/Hwa+Sa/_/Maria,https://www.youtube.com/watch?v=brZRDjFIFJs,pop
Lady Gaga,Million Reasons,https://www.last.fm/music/Lady+Gaga/_/Million+Reasons,https://www.youtube.com/watch?v=en2D_5TzXCA,pop
TWICE,Espresso,https://www.last.fm/music/TWICE/_/Espresso,https://www.youtube.com/watch?v=kFudXy6hma8,k-pop
P!nk,Just Give Me a Reason (feat. Nate Ruess),https://www.last.fm/music/P%21nk/_/Just+Give+Me+a+Reason+(feat.+Nate+Ruess),https://www.youtube.com/watch?v=OpQFFLBMEPI,pop
Clean Bandit,Symphony (feat. Zara Larsson),https://www.last.fm/music/Clean+Bandit/_/Symphony+(feat.+Zara+Larsson),https://www.youtube.com/watch?v=aatr_2MstrI,pop
Drake,Jumpman,https://www.last.fm/music/Drake/_/Jumpman,https://www.youtube.com/watch?v=eIaR1IsAGwY,rap
Meduza,Tell It To My Heart,https://www.last.fm/music/Meduza/_/Tell+It+To+My+Heart,https://www.youtube.com/watch?v=MLX6_d3-1qM,electronic
Tony Bennett,My Favourite Things,https://www.last.fm/music/Tony+Bennett/_/My+Favourite+Things,https://www.youtube.com/watch?v=LOuGAlmDTlM,christmas
Yellowcard,Ocean Avenue,https://www.last.fm/music/Yellowcard/_/Ocean+Avenue,https://www.youtube.com/watch?v=X9fLbfzCqWw,pop
Mother Mother,Oh Ana,https://www.last.fm/music/Mother+Mother/_/Oh+Ana,https://www.youtube.com/watch?v=djS5XuvRafM,pop
One Direction,You & I,https://www.last.fm/music/One+Direction/_/You+&+I,https://www.youtube.com/watch?v=_kqQDCxRCzM,pop
Denzel Curry,BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],https://www.last.fm/music/Denzel+Curry/_/BLACK+BALLOONS+%7C+13LACK+13ALLOONZ+%5BFEAT.+TWELVE%27LEN+&+GOLDLINK+%7C+TWELVE%27LEN+%252B+GOLDL1NK%5D,https://www.youtube.com/watch?v=Hr2b5TG54fE,rap
Doja Cat,Ride,https://www.last.fm/music/Doja+Cat/_/Ride,https://www.youtube.com/watch?v=E4oaTPCL_HA,pop
Mariah Carey,Obsessed,https://www.last.fm/music/Mariah+Carey/_/Obsessed,https://www.youtube.com/watch?v=H1Yt0xJKDY8,pop
Madvillain,Curls,https://www.last.fm/music/Madvillain/_/Curls,https://www.youtube.com/watch?v=herNYSdJd0o,rap
Mötley Crüe,Kickstart My Heart,https://www.last.fm/music/M%C3%B6tley+Cr%C3%BCe/_/Kickstart+My+Heart,https://www.youtube.com/watch?v=CmXWkMlKFkI,rock
Beach House,PPP,https://www.last.fm/music/Beach+House/_/PPP,https://www.youtube.com/watch?v=NFhJRTdmviA,pop
Ariana Grande,Sweetener,https://www.last.fm/music/Ariana+Grande/_/Sweetener,https://www.youtube.com/watch?v=6vay5SgNPpk,pop
SKI MASK THE SLUMP GOD,CATCH ME OUTSIDE,https://www.last.fm/music/SKI+MASK+THE+SLUMP+GOD/_/CATCH+ME+OUTSIDE,https://www.youtube.com/watch?v=JpIlnaAmiCg,pop
Kurt Cobain,And I Love Her,https://www.last.fm/music/Kurt+Cobain/_/And+I+Love+Her,https://www.youtube.com/watch?v=rBzA4shGmw8,rock
Tove Lo,Talking Body,https://www.last.fm/music/Tove+Lo/_/Talking+Body,https://www.youtube.com/watch?v=AzRyxGBGiAE,pop
Aaron May,Let Go,https://www.last.fm/music/Aaron+May/_/Let+Go,https://www.youtube.com/watch?v=R_19egYkfk4,rap
zack fox,FAFO,https://www.last.fm/music/zack+fox/_/FAFO,https://www.youtube.com/watch?v=qXd1YXegl1Q,rap
Ezekiel,help_urself,https://www.last.fm/music/Ezekiel/_/help_urself,https://www.youtube.com/watch?v=ZDplijXioCI,trap
Drake,Do Not Disturb,https://www.last.fm/music/Drake/_/Do+Not+Disturb,https://www.youtube.com/watch?v=zhY_0DoQCQs,rap
BTS,Boyz With Fun,https://www.last.fm/music/BTS/_/Boyz+With+Fun,https://www.youtube.com/watch?v=s6DI1qg5CfM,k-pop
Tay-K,The Race,https://www.last.fm/music/Tay-K/_/The+Race,https://www.youtube.com/watch?v=OYhXJaEbw7c,rap
Travis Scott,through the late night,https://www.last.fm/music/Travis+Scott/_/through+the+late+night,https://www.youtube.com/watch?v=zojCw8_AdRg,pop
Juice WRLD,Man Of The Year,https://www.last.fm/music/Juice+WRLD/_/Man+Of+The+Year,https://www.youtube.com/watch?v=AUxzqLz3-wI,pop
Mitski,Lonesome Love,https://www.last.fm/music/Mitski/_/Lonesome+Love,https://www.youtube.com/watch?v=mYhkUMl3EbA,pop
Dua Lipa,Boys Will Be Boys,https://www.last.fm/music/Dua+Lipa/_/Boys+Will+Be+Boys,https://www.youtube.com/watch?v=k0QWX2M7W7M,pop
Queen,Crazy Little Thing Called Love - Remastered 2011,https://www.last.fm/music/Queen/_/Crazy+Little+Thing+Called+Love+-+Remastered+2011,https://www.youtube.com/watch?v=zO6D_BAuYCI,rock
Arcade Fire,The Suburbs,https://www.last.fm/music/Arcade+Fire/_/The+Suburbs,https://www.youtube.com/watch?v=5Euj9f3gdyM,rock
A$AP Mob,"Frat Rules (feat. A$AP Rocky, Playboi Carti & Big Sean)","https://www.last.fm/music/A$AP+Mob/_/Frat+Rules+(feat.+A$AP+Rocky,+Playboi+Carti+&+Big+Sean)",https://www.youtube.com/watch?v=tUjakoZ0m9Y,rap
Kanye West,Send It Up,https://www.last.fm/music/Kanye+West/_/Send+It+Up,https://www.youtube.com/watch?v=vUFiVwa6U_c,rap
Lana Del Rey,The Next Best American Record,https://www.last.fm/music/Lana+Del+Rey/_/The+Next+Best+American+Record,https://www.youtube.com/watch?v=zKYYVrrs2oY,pop
Juice WRLD,Maze,https://www.last.fm/music/Juice+WRLD/_/Maze,https://www.youtube.com/watch?v=RrUQfhyk-lQ,rap
Lil Yachty,Yacht Club (feat. Juice WRLD),https://www.last.fm/music/Lil+Yachty/_/Yacht+Club+(feat.+Juice+WRLD),https://www.youtube.com/watch?v=qN6aWdAR1k8,rap
Kali Uchis,fue mejor,https://www.last.fm/music/Kali+Uchis/_/fue+mejor,https://www.youtube.com/watch?v=Bfgy3ei3qg4,alternative
Role Model,blind,https://www.last.fm/music/Role+Model/_/blind,https://www.youtube.com/watch?v=TArooQFjuNc,electronic
yeat,Monëy so big,https://www.last.fm/music/yeat/_/Mon%C3%ABy+so+big,https://www.youtube.com/watch?v=Y-PtEeRTfDk,rap
Unknown Mortal Orchestra,Hunnybee,https://www.last.fm/music/Unknown+Mortal+Orchestra/_/Hunnybee,https://www.youtube.com/watch?v=IJrKlSkxRHA,pop
Lorde,Glory and Gore,https://www.last.fm/music/Lorde/_/Glory+and+Gore,https://www.youtube.com/watch?v=4wJwFockI5s,pop
Blondie,Heart of Glass,https://www.last.fm/music/Blondie/_/Heart+of+Glass,https://www.youtube.com/watch?v=WGU_4-5RaxU,pop
Juice WRLD,Blood On My Jeans,https://www.last.fm/music/Juice+WRLD/_/Blood+On+My+Jeans,https://www.youtube.com/watch?v=3Klj_pjjqUM,rap
Brett Eldredge,A Holly Jolly Christmas,https://www.last.fm/music/Brett+Eldredge/_/A+Holly+Jolly+Christmas,https://www.youtube.com/watch?v=Kj0zKkQdPes,christmas
Jay Sean,Down,https://www.last.fm/music/Jay+Sean/_/Down,https://www.youtube.com/watch?v=oUbpGmR1-QM,pop
League of Legends,Legends Never Die,https://www.last.fm/music/League+of+Legends/_/Legends+Never+Die,https://www.youtube.com/watch?v=4Q46xYqUwZQ,pop
Radiohead,Kid A,https://www.last.fm/music/Radiohead/_/Kid+A,https://www.youtube.com/watch?v=2NQ8woXu07c,rock
Ralph Castelli,Morning Sex,https://www.last.fm/music/Ralph+Castelli/_/Morning+Sex,https://www.youtube.com/watch?v=7vK7r41NVTo,indie
Madonna,Like a Prayer,https://www.last.fm/music/Madonna/_/Like+a+Prayer,https://www.youtube.com/watch?v=79fzeNUqQbQ,pop
Alice in Chains,Nutshell,https://www.last.fm/music/Alice+in+Chains/_/Nutshell,https://www.youtube.com/watch?v=_siJRgDlddY,rock
OutKast,"So Fresh, So Clean","https://www.last.fm/music/OutKast/_/So+Fresh,+So+Clean",https://www.youtube.com/watch?v=-JfEJq56IwI,rap
Queen,Bohemian Rhapsody,https://www.last.fm/music/Queen/_/Bohemian+Rhapsody,https://www.youtube.com/watch?v=fJ9rUzIMcZQ,rock
Kid Cudi,Cudi Zone,https://www.last.fm/music/Kid+Cudi/_/Cudi+Zone,https://www.youtube.com/watch?v=IIXSbrd8Ci8,rap
Joji,ATTENTION,https://www.last.fm/music/Joji/_/ATTENTION,https://www.youtube.com/watch?v=ulMHhPHYCi0,hip-hop
Vince Guaraldi Trio,What Child Is This,https://www.last.fm/music/Vince+Guaraldi+Trio/_/What+Child+Is+This,https://www.youtube.com/watch?v=w4qe7oLlizs,christmas
One Direction,They Don't Know About Us,https://www.last.fm/music/One+Direction/_/They+Don%27t+Know+About+Us,https://www.youtube.com/watch?v=ERoiZXhUGtA,pop
Aphex Twin,Alberto Balsalm,https://www.last.fm/music/Aphex+Twin/_/Alberto+Balsalm,https://www.youtube.com/watch?v=-ZVZgCrHy5E,electronic
Jazmine Sullivan,Pick Up Your Feelings,https://www.last.fm/music/Jazmine+Sullivan/_/Pick+Up+Your+Feelings,https://www.youtube.com/watch?v=GkISDKc_aBc,rnb
Ludovico Einaudi,Experience,https://www.last.fm/music/Ludovico+Einaudi/_/Experience,https://www.youtube.com/watch?v=hN_q-_nGv4U,piano
Freddie Dredd,GTG,https://www.last.fm/music/Freddie+Dredd/_/GTG,https://www.youtube.com/watch?v=vRW-gQCnM1w,rap
Jaden,Ninety,https://www.last.fm/music/Jaden/_/Ninety,https://www.youtube.com/watch?v=huRFB-urWAc,rap
Little Simz,"Little Q, Pt. 2","https://www.last.fm/music/Little+Simz/_/Little+Q,+Pt.+2",https://www.youtube.com/watch?v=pOWGkvpeanQ,rap
